headcount,predominant_bearing,opposite_count,density_label,opposite_flow_label
6,167.036447327193,0.0,7.0,0
21,95.04156598540771,0.0,20.0,0
27,149.48675004025455,0.0,30.0,0
1,319.84707957225146,0.0,4.0,0
41,296.7576810765369,13.0,66.0,1
44,226.8143562527936,0.0,46.0,0
5,308.92334193039727,0.0,5.0,0
27,282.1580600462097,4.0,35.0,1
27,154.43457546272057,0.0,29.0,0
43,72.38345473798024,0.0,44.0,0
43,185.1123744033621,0.0,41.0,0
19,265.04239771027807,0.0,23.0,0
29,157.11105554265347,0.0,33.0,0
10,240.037887522203,5.0,18.0,1
27,33.9578734647757,0.0,30.0,0
24,269.2817050937052,10.0,45.0,1
38,292.57690316150234,0.0,40.0,0
32,254.4616280809948,6.0,48.0,1
0,348.2148915094916,0.0,0.0,0
26,297.5947406858306,0.0,26.0,0
12,325.1137420355538,0.0,11.0,0
40,336.0855900447533,0.0,40.0,0
2,288.48527707457106,0.0,1.0,0
38,242.73318312233968,0.0,40.0,0
5,2.0586892898841436,0.0,7.0,0
7,167.6972711603249,0.0,8.0,0
26,205.61842750404998,3.0,31.0,1
8,109.45089808127986,0.0,7.0,0
36,114.51760088524995,0.0,37.0,0
32,346.0173896556595,0.0,33.0,0
41,321.01591147298853,0.0,43.0,0
43,305.7044419806135,0.0,45.0,0
23,146.16424861419983,0.0,26.0,0
14,4.931478147209236,0.0,13.0,0
31,28.880008724057067,0.0,33.0,0
31,112.39069255833732,0.0,35.0,0
23,5.667448678443714,0.0,25.0,0
40,6.173921489471321,0.0,39.0,0
48,329.977188591268,0.0,49.0,0
48,254.21706076285946,0.0,47.0,0
11,111.22415642453495,0.0,15.0,0
38,47.75204793634314,16.0,68.0,1
1,184.18885844222777,0.0,0.0,0
2,1.9246179075712044,0.0,0.0,0
48,337.8289477889318,13.0,73.0,1
36,149.333442980021,0.0,40.0,0
48,144.8405838854398,0.0,46.0,0
16,140.61369872944158,0.0,14.0,0
48,24.958198939595313,14.0,80.0,1
1,229.79600632505756,0.0,0.0,0
1,263.88130306620724,0.0,4.0,0
27,243.40514313178448,0.0,29.0,0
22,49.83677759858195,0.0,22.0,0
36,208.38246049281332,0.0,38.0,0
31,205.01441430201137,0.0,29.0,0
32,312.62788365889753,0.0,31.0,0
0,136.4859570152329,0.0,0.0,0
18,133.73493971739632,0.0,17.0,0
1,222.6697411385468,0.0,0.0,0
43,227.9061552598247,0.0,46.0,0
25,168.94268183728454,0.0,25.0,0
31,159.5013704389516,0.0,32.0,0
5,177.89316142963776,0.0,3.0,0
31,309.9763078211923,0.0,31.0,0
3,166.0200844514076,0.0,5.0,0
10,338.3754451091361,0.0,11.0,0
16,181.44135489467737,6.0,29.0,1
37,341.7122495451209,0.0,36.0,0
23,299.81948467286725,0.0,23.0,0
4,130.4752761416985,0.0,6.0,0
33,310.9109116667818,1.0,34.0,0
5,39.622782312401476,0.0,4.0,0
21,333.0169831234852,0.0,25.0,0
10,227.391665429841,0.0,14.0,0
47,19.580669468032028,15.0,81.0,1
15,231.93242051429215,0.0,18.0,0
32,350.7291554921122,0.0,30.0,0
8,25.128235661266412,4.0,17.0,1
5,199.68757552083107,0.0,7.0,0
15,269.2059659133741,0.0,16.0,0
28,291.6930912118313,0.0,28.0,0
2,148.97788751548651,0.0,0.0,0
19,73.49996130056748,0.0,18.0,0
35,15.243220358058181,0.0,33.0,0
18,208.70141655500092,0.0,17.0,0
25,163.04798529633987,5.0,39.0,1
2,341.54798225389595,0.0,0.0,0
18,21.817766777367524,0.0,17.0,0
19,246.74232364056206,0.0,20.0,0
31,8.98783996322058,0.0,35.0,0
6,61.71630361579538,0.0,10.0,0
40,163.2884399722203,0.0,44.0,0
32,163.75407940903256,0.0,33.0,0
39,246.85219545611182,0.0,40.0,0
38,327.6766925523924,0.0,39.0,0
17,230.0515772093715,5.0,31.0,1
39,343.2726352265432,0.0,37.0,0
0,317.38163035607914,0.0,0.0,0
10,210.4199263910845,0.0,11.0,0
27,300.1651023307778,0.0,25.0,0
24,231.32793971650824,0.0,23.0,0
49,28.280819132541772,0.0,53.0,0
22,266.60330037342356,0.0,20.0,0
30,34.16703885624464,0.0,34.0,0
29,213.86980100509646,0.0,32.0,0
41,252.9504741089624,0.0,42.0,0
34,23.949938955907886,0.0,34.0,0
6,83.08607541355143,0.0,4.0,0
15,329.6420036141939,0.0,16.0,0
25,221.8732172038427,0.0,27.0,0
47,88.66296677179137,4.0,54.0,1
48,248.64471761328238,8.0,67.0,1
1,214.83951118620826,0.0,2.0,0
0,180.56725197046143,0.0,2.0,0
47,351.4273109957101,1.0,47.0,0
11,246.0433598667032,4.0,17.0,1
4,135.15879948044855,0.0,6.0,0
36,288.02643554767246,0.0,39.0,0
31,318.4499854516276,0.0,33.0,0
8,45.07940142605931,0.0,7.0,0
40,72.19907202429593,15.0,68.0,1
34,77.84172328600069,0.0,36.0,0
18,248.83625137915453,6.0,30.0,1
47,217.094239819182,0.0,47.0,0
15,222.83696329149174,0.0,17.0,0
2,338.67838788822036,0.0,1.0,0
19,279.3281518106301,0.0,17.0,0
23,46.05729282424194,0.0,23.0,0
32,125.10254967306517,13.0,60.0,1
23,156.74171262326482,3.0,33.0,1
10,142.54617194913777,0.0,12.0,0
48,240.95109929827652,0.0,49.0,0
7,321.0815171723625,0.0,9.0,0
35,110.17852686820368,0.0,34.0,0
37,198.67576911162683,0.0,37.0,0
39,284.18739188889083,2.0,44.0,0
19,149.83850118432576,0.0,19.0,0
34,60.52252622374651,0.0,34.0,0
47,170.98234749494938,0.0,46.0,0
24,19.880107467490248,0.0,26.0,0
34,339.2580434408197,0.0,33.0,0
24,26.935633870190294,0.0,26.0,0
28,157.84441749020814,0.0,29.0,0
17,190.75725399186942,0.0,16.0,0
45,354.70937962342276,0.0,44.0,0
17,59.76785651142988,0.0,21.0,0
1,41.19534670044908,0.0,4.0,0
34,3.1342129425156884,0.0,32.0,0
15,56.00571727294883,0.0,14.0,0
40,74.61827246436034,15.0,73.0,1
35,227.00913896991324,0.0,33.0,0
32,79.09444454090415,0.0,36.0,0
3,7.3874933025570755,0.0,5.0,0
32,297.58260438089593,0.0,34.0,0
13,131.61445236142805,0.0,15.0,0
20,127.33080716906422,0.0,23.0,0
47,108.89245050045356,0.0,50.0,0
19,351.1343797727115,4.0,25.0,1
7,61.241550231341336,0.0,9.0,0
6,323.36570302316466,0.0,6.0,0
2,279.64919957035966,0.0,1.0,0
16,27.532783979752708,6.0,31.0,1
32,355.22247654030554,11.0,57.0,1
47,97.6917468740438,0.0,50.0,0
11,35.48985372806844,0.0,9.0,0
21,298.5531242852734,7.0,37.0,1
21,254.40319212397196,0.0,21.0,0
45,222.19877011604427,0.0,44.0,0
29,56.153110931615934,11.0,50.0,1
37,172.25860185214628,0.0,39.0,0
37,281.00016967939695,0.0,37.0,0
44,109.30461773178249,0.0,42.0,0
7,112.20833826541492,0.0,10.0,0
26,1.1307261773239619,0.0,29.0,0
26,62.72762459233664,0.0,30.0,0
33,315.14602504386033,0.0,35.0,0
20,159.02873698957455,5.0,29.0,1
29,354.32441972439625,0.0,32.0,0
32,142.45486688656533,9.0,54.0,1
27,257.46712372088683,11.0,48.0,1
46,101.4908554457025,0.0,45.0,0
32,130.97147081073607,0.0,34.0,0
4,68.66135553272207,0.0,5.0,0
47,124.94245265978219,0.0,51.0,0
18,197.00550735143153,0.0,19.0,0
3,357.0382371525298,0.0,4.0,0
34,239.11261670584284,0.0,38.0,0
48,71.72854358699306,9.0,66.0,1
16,16.186118972958408,0.0,18.0,0
43,45.488333273223816,0.0,47.0,0
27,202.51987245829704,0.0,26.0,0
29,275.4577183740359,5.0,43.0,1
28,338.5509146282689,0.0,31.0,0
45,5.696341918855494,0.0,49.0,0
5,188.19365096227313,0.0,5.0,0
34,169.51224824034364,0.0,35.0,0
40,236.17980791125342,0.0,38.0,0
36,201.4483876075231,0.0,36.0,0
23,247.334094209693,0.0,23.0,0
28,236.90973050970854,0.0,30.0,0
48,42.12422094886063,0.0,51.0,0
45,287.89844890273906,0.0,45.0,0
30,44.363727257876945,7.0,48.0,1
34,251.47102507528936,9.0,55.0,1
32,149.81233235061842,0.0,34.0,0
20,184.98626444757525,0.0,24.0,0
31,325.1872851752558,0.0,29.0,0
22,320.35814153045516,0.0,21.0,0
32,294.4282700358106,0.0,31.0,0
2,183.65341696427637,0.0,3.0,0
17,265.04633164817994,0.0,18.0,0
24,184.64293998677138,0.0,22.0,0
41,313.0581896909199,0.0,40.0,0
30,144.99929996384395,1.0,33.0,0
2,349.28472398935565,0.0,5.0,0
39,335.6361929623959,0.0,39.0,0
45,266.97694300264277,0.0,47.0,0
23,100.58971830338592,0.0,27.0,0
49,47.39529196557302,0.0,50.0,0
31,307.6932420335511,0.0,29.0,0
46,59.50882300966606,10.0,70.0,1
21,307.53388403904086,9.0,38.0,1
22,176.67540241644977,0.0,20.0,0
1,146.3604421709175,0.0,3.0,0
26,325.14868038039447,0.0,28.0,0
41,217.38635371450005,0.0,39.0,0
1,207.5810425666984,0.0,2.0,0
25,201.15574006478315,0.0,26.0,0
16,133.6210257670313,7.0,29.0,1
39,282.8315172704858,0.0,42.0,0
32,91.00743984567828,0.0,31.0,0
8,338.002185614859,0.0,8.0,0
42,321.8346738169059,14.0,73.0,1
47,121.49291724296334,12.0,75.0,1
38,262.60695713939896,0.0,38.0,0
28,206.36035000185294,0.0,27.0,0
41,121.55374871972445,0.0,44.0,0
25,355.8677932783608,0.0,28.0,0
34,9.085444505375113,12.0,58.0,1
49,90.9525710236632,0.0,47.0,0
24,187.22666200001413,4.0,33.0,1
23,187.903081252283,9.0,44.0,1
12,212.0159069804031,3.0,22.0,1
6,270.60342192825095,0.0,10.0,0
35,224.4520189869467,0.0,38.0,0
44,216.1013257900933,6.0,56.0,1
19,19.265206648695585,0.0,22.0,0
0,135.55090360414738,0.0,0.0,0
7,83.54006629241616,0.0,5.0,0
45,95.53324017671116,3.0,55.0,1
15,199.56149076252416,3.0,24.0,1
13,71.82191337465903,0.0,15.0,0
11,105.82167636608311,0.0,10.0,0
22,85.35049506624243,5.0,36.0,1
14,341.4610595585501,0.0,12.0,0
27,340.0796635815943,0.0,29.0,0
33,219.5789610945786,0.0,37.0,0
1,332.828088743484,0.0,0.0,0
31,282.89255236861436,0.0,32.0,0
22,212.38123780865115,1.0,22.0,0
21,2.3166761388464563,0.0,19.0,0
24,278.10586298858544,0.0,25.0,0
21,252.89580297184878,0.0,24.0,0
21,221.49131518166905,0.0,20.0,0
48,273.75275220568983,0.0,50.0,0
41,184.65197931891566,0.0,45.0,0
5,253.46997767568206,0.0,5.0,0
14,336.6619512215376,0.0,13.0,0
42,135.28980570459106,0.0,46.0,0
36,254.92386056422515,0.0,34.0,0
32,171.24761448394514,0.0,32.0,0
7,242.78387465303337,0.0,8.0,0
43,274.6416007995711,3.0,48.0,1
43,16.362900156886546,8.0,62.0,1
4,232.7761598215183,0.0,6.0,0
38,81.62682638650004,3.0,43.0,1
3,241.21171361072405,0.0,2.0,0
5,168.59886693617284,0.0,8.0,0
44,278.47898707135937,0.0,44.0,0
31,44.42429347401471,0.0,32.0,0
29,225.47604659623025,0.0,32.0,0
46,100.24946241391883,10.0,70.0,1
34,307.0735183190129,0.0,35.0,0
39,334.21806202907067,0.0,42.0,0
15,358.70338572445996,0.0,14.0,0
12,286.562664873822,0.0,13.0,0
49,271.34426535408164,0.0,49.0,0
41,77.58027319231837,0.0,41.0,0
29,120.96254123643915,0.0,31.0,0
18,167.64571503442062,0.0,19.0,0
16,278.4171772016099,5.0,28.0,1
18,329.3877114280687,3.0,28.0,1
27,68.09007600827447,1.0,32.0,0
25,332.052294481237,0.0,23.0,0
36,250.4248748474609,0.0,40.0,0
25,219.8774630466139,0.0,25.0,0
22,71.94285766149822,0.0,21.0,0
8,19.989011811294198,0.0,8.0,0
11,204.64736346285838,0.0,9.0,0
0,234.54564599840128,0.0,0.0,0
0,75.88132176768777,0.0,1.0,0
46,200.3242340971643,0.0,47.0,0
33,308.3376249945265,0.0,37.0,0
31,300.6237403638072,0.0,31.0,0
47,333.847865011067,0.0,46.0,0
24,131.71889144047697,0.0,27.0,0
39,114.49784611833073,0.0,38.0,0
44,269.7933621530911,12.0,70.0,1
0,155.2004658349218,0.0,0.0,0
15,31.51751905000102,4.0,27.0,1
38,101.8084070413799,0.0,39.0,0
4,150.6896227913361,0.0,4.0,0
21,105.30591317145073,6.0,32.0,1
28,119.59400554103578,0.0,29.0,0
2,105.75932622278067,0.0,2.0,0
11,14.939700185908599,0.0,12.0,0
25,229.3540922967993,0.0,25.0,0
15,215.02527132724896,0.0,16.0,0
36,235.218059452325,0.0,39.0,0
21,69.23156257210589,0.0,23.0,0
28,106.4356349804947,0.0,26.0,0
13,223.06173370017203,0.0,14.0,0
27,215.8659246455717,2.0,29.0,0
4,182.2789113675364,0.0,5.0,0
46,126.14877000367106,0.0,50.0,0
48,328.6551617188884,0.0,47.0,0
29,122.31728722758376,8.0,47.0,1
45,164.02289631741058,0.0,49.0,0
4,244.12097914351514,0.0,7.0,0
11,195.4877151120351,0.0,13.0,0
15,124.8789514911788,0.0,13.0,0
25,156.83212456434353,4.0,32.0,1
25,286.0130944272622,0.0,25.0,0
47,100.12649597518048,0.0,51.0,0
20,51.21188631965355,0.0,22.0,0
38,112.73875265871975,0.0,41.0,0
35,305.8323175756445,12.0,63.0,1
32,32.0362973482848,0.0,31.0,0
29,357.01058641408264,0.0,28.0,0
36,194.7610436139585,0.0,34.0,0
22,354.54446782815387,0.0,25.0,0
9,338.0387119509519,0.0,8.0,0
4,163.01293711593004,0.0,3.0,0
35,71.45678685792568,0.0,35.0,0
33,59.35851956344984,8.0,47.0,1
30,86.3961709931847,0.0,28.0,0
9,255.64775060323342,0.0,12.0,0
18,98.26199810333563,4.0,25.0,1
31,122.91309705754739,0.0,31.0,0
0,161.56036943806131,0.0,1.0,0
4,328.7637649517243,0.0,6.0,0
44,68.18163043854459,0.0,48.0,0
3,1.8095589395291212,0.0,1.0,0
15,21.634707736141255,0.0,15.0,0
23,325.71588300484245,0.0,26.0,0
15,233.10592734361072,0.0,15.0,0
1,98.29462295801044,0.0,0.0,0
48,63.7893003640288,0.0,50.0,0
27,105.93602518936116,0.0,25.0,0
31,41.32689381046084,0.0,32.0,0
26,338.95184770239877,0.0,25.0,0
19,282.3142227714961,0.0,17.0,0
23,166.46082368851467,0.0,27.0,0
11,311.3865378414727,0.0,14.0,0
49,89.80495354556362,19.0,85.0,1
34,258.1634046499897,0.0,34.0,0
32,308.20769964494764,0.0,36.0,0
32,128.43673618437813,0.0,34.0,0
42,272.68720036225835,0.0,43.0,0
36,106.22604573515137,10.0,58.0,1
11,107.58856869325109,0.0,11.0,0
2,38.54058427950698,0.0,3.0,0
0,158.42089674338354,0.0,1.0,0
32,262.696286339072,0.0,31.0,0
39,338.47949000566257,0.0,40.0,0
9,217.3669170944746,0.0,7.0,0
42,310.728793584866,0.0,44.0,0
43,296.0980737444817,0.0,46.0,0
28,62.40349907110111,9.0,49.0,1
12,174.89427440854732,0.0,14.0,0
11,42.09247278914093,0.0,10.0,0
30,245.57513816218858,0.0,31.0,0
45,341.96388056858734,0.0,45.0,0
1,49.35220490835234,0.0,5.0,0
49,264.19792708891487,0.0,53.0,0
34,227.60573431242995,0.0,32.0,0
22,210.0978133229159,7.0,35.0,1
16,140.44328448780212,0.0,20.0,0
25,127.84739319137252,0.0,26.0,0
7,16.28970804679963,0.0,10.0,0
28,78.44713497072485,0.0,28.0,0
25,5.463677623257683,0.0,26.0,0
9,209.31015800952738,0.0,8.0,0
25,38.10716491604718,0.0,25.0,0
33,314.28698185069777,0.0,37.0,0
40,188.3314874509795,0.0,40.0,0
6,251.88836726113504,2.0,10.0,0
3,147.90855306257873,0.0,3.0,0
49,201.8087312403775,0.0,53.0,0
44,339.357303707987,0.0,45.0,0
10,29.784254264521476,0.0,10.0,0
28,91.41759789253061,0.0,29.0,0
35,280.7957976877959,0.0,35.0,0
24,35.54539447775971,0.0,24.0,0
20,27.237997405479906,0.0,19.0,0
35,130.15490355145388,0.0,36.0,0
9,33.18046505007563,4.0,20.0,1
36,210.62823919423312,0.0,37.0,0
8,81.45909029397593,0.0,10.0,0
23,322.451266751774,0.0,27.0,0
34,282.0600291042924,0.0,37.0,0
48,251.89387419581143,0.0,47.0,0
34,222.0998498584207,0.0,35.0,0
47,310.8476629229268,0.0,46.0,0
35,80.30234215539248,0.0,38.0,0
17,314.31918339512197,0.0,16.0,0
48,284.21722743265883,0.0,47.0,0
38,269.3378974995668,0.0,36.0,0
31,202.05204410697266,8.0,48.0,1
23,88.64789794941603,6.0,34.0,1
22,152.4772497570827,0.0,20.0,0
31,285.68543563396855,0.0,29.0,0
36,11.4402543686368,0.0,36.0,0
11,281.538276934953,0.0,11.0,0
48,86.42546657552394,0.0,52.0,0
12,51.95131225977709,0.0,15.0,0
22,41.65247454490878,0.0,23.0,0
24,9.81000430229344,0.0,24.0,0
34,188.49113467972305,0.0,37.0,0
40,78.57355416974261,0.0,41.0,0
29,356.19543568066734,0.0,32.0,0
16,206.79723211399408,0.0,20.0,0
48,49.63869696816375,0.0,52.0,0
19,247.95451469209152,0.0,17.0,0
47,323.1876839435011,0.0,45.0,0
24,268.26461833306115,0.0,25.0,0
21,27.518349974201158,7.0,38.0,1
12,322.51830522935745,2.0,19.0,0
18,285.81457890958734,0.0,18.0,0
48,56.98940403802116,0.0,48.0,0
35,18.64291994381407,0.0,36.0,0
11,200.63180711315107,5.0,23.0,1
40,56.172892082391684,0.0,40.0,0
18,300.45274293429793,0.0,17.0,0
11,129.00047640180256,0.0,11.0,0
8,328.64128010516714,0.0,10.0,0
6,203.64774197076207,3.0,15.0,1
27,65.76205832628052,0.0,25.0,0
13,50.255592249528036,0.0,11.0,0
30,207.5300775207914,0.0,33.0,0
18,274.2781002704798,0.0,16.0,0
46,281.34203318718556,0.0,46.0,0
15,99.27266559886125,0.0,19.0,0
4,73.52883320838029,0.0,2.0,0
34,6.032269617257668,0.0,38.0,0
11,244.51169443242097,0.0,13.0,0
24,27.564573036074034,0.0,28.0,0
20,151.4740326357333,0.0,22.0,0
35,216.6055790465866,0.0,35.0,0
22,337.35922017108373,0.0,25.0,0
15,112.24876930407672,5.0,24.0,1
38,89.91797848074712,0.0,38.0,0
44,235.49765554299543,0.0,42.0,0
41,222.9260515392894,0.0,41.0,0
38,119.55952199092485,0.0,40.0,0
13,334.1166607835232,6.0,25.0,1
30,304.1504378962678,0.0,30.0,0
4,80.63371651142921,0.0,3.0,0
34,86.09131635642835,0.0,36.0,0
22,184.428124879349,0.0,23.0,0
28,278.48595662305934,0.0,29.0,0
42,15.854536579847181,0.0,44.0,0
10,249.6006553444944,0.0,11.0,0
17,233.3649230575549,6.0,27.0,1
46,83.33283452867576,0.0,47.0,0
11,245.28708476688556,0.0,9.0,0
8,338.4659488507497,0.0,10.0,0
9,16.842904189836666,0.0,10.0,0
43,115.07473990514251,0.0,44.0,0
16,157.7436179998879,0.0,19.0,0
37,323.73372921288825,0.0,41.0,0
6,346.4141207792964,1.0,6.0,0
45,159.88148873867962,0.0,43.0,0
12,270.0102283711888,0.0,12.0,0
39,191.39796855521388,10.0,58.0,1
41,193.60185650689553,0.0,42.0,0
8,100.11582542388832,0.0,11.0,0
49,78.10424851099663,0.0,48.0,0
26,103.68192453265482,0.0,30.0,0
1,200.27808261254856,0.0,5.0,0
4,10.49586696795204,0.0,7.0,0
28,326.6096199683061,0.0,27.0,0
36,56.26213543791944,0.0,37.0,0
37,79.23192367369916,0.0,41.0,0
18,186.57942352115268,0.0,21.0,0
7,255.64131588142055,0.0,5.0,0
47,34.46245970798303,6.0,59.0,1
44,114.37009111697839,0.0,47.0,0
0,348.72285800676855,0.0,2.0,0
21,94.44346804114045,0.0,25.0,0
16,112.69805222273288,0.0,20.0,0
6,301.13945662249205,0.0,7.0,0
24,18.07719540856389,0.0,25.0,0
44,167.2607407712295,0.0,46.0,0
3,136.6620352026013,0.0,7.0,0
35,113.97123356711441,12.0,58.0,1
5,102.85185385611523,0.0,5.0,0
30,32.89467774974731,0.0,29.0,0
18,113.33729856659357,0.0,20.0,0
43,15.498864977640686,0.0,45.0,0
38,281.1469909119967,0.0,38.0,0
26,143.3620058248842,0.0,28.0,0
9,159.80537963516818,1.0,13.0,0
25,321.69405112204737,0.0,29.0,0
18,236.89979419003947,0.0,21.0,0
38,2.901277203163124,0.0,42.0,0
2,339.5429362660626,0.0,2.0,0
44,85.37200775197604,0.0,45.0,0
12,38.741106513549184,0.0,11.0,0
49,276.5261442171176,8.0,66.0,1
27,180.17183371201855,0.0,28.0,0
19,156.1574037664863,0.0,22.0,0
27,89.82110868578704,0.0,26.0,0
7,197.08973635043472,0.0,8.0,0
40,98.77845787293148,0.0,40.0,0
38,324.5698819033443,16.0,69.0,1
0,77.4736127039494,0.0,0.0,0
2,318.3678541640713,0.0,5.0,0
12,201.3859532618485,0.0,13.0,0
27,298.2557282022868,0.0,29.0,0
